method,seed,height_mm,run,artifact_role,path,bytes,sha256,checkpoint_modules,training_status,config_snapshot,used_by_development_gate,promoted,visualization_recommendation,notes,attempt
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_33600.pt,3165640,24ab892658e961c22b06776f33178aadf2e95111b8dcaaa6a60f86acb0aadb77,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_35200.pt,3165640,e4c68923df6d1f388b95b193083a1952550a0c15675b701c861e64bb3b9a32c0,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_36800.pt,3165640,bcbcd66c63922fa3f7167ee59d276af3cfc6ab4815231a5ec3d86d4e67258fad,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_38400.pt,3165640,08495e3ddeffa9438467952e6c91388a712c6065164fc586457a5e73fe29106f,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_40000.pt,3165640,fdc9287a1f168d0df122a43b29c602de34281b2dd3009e0b1c62f1b92a793ea5,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_41600.pt,3165640,74118352aba7fcbc883f4ad87d4d2e712611fadffb250fc33aae67bc469c82e6,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_43200.pt,3165640,4e2f1b82845133eca04beaf6e516fcb4258e3a825df7683e60c59bfdba5f7a32,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_44800.pt,3165640,db89f1a6e1027bac730fc1312007a1e9acec6ada688dd58d1840ab0beb9a4111,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_46400.pt,3165640,c3d53aefc0bc3d4959981d9374f50a6129e5820693bd156132675b17113c541c,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_4800.pt,3165557,65f21bd6ff659032064bbd6e6011f3f761d84f9c25a276689d1d29800feefd68,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_48000.pt,3165640,580d3b2aeaf378b3752cd523cefc19f35ec584aa567a3c48eb14398df3e99454,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_49600.pt,3165640,850cbdb8cfe38a7217a67f9b069553a4c3035f4440ac44ed2f5015e76e9a31d3,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_51200.pt,3165640,11ba0f7b3443c15e89975566fe42c7b9f9ac32b62c515e85ba531d104772b2b1,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
B,11,50,method-B-v17_seed-11_stage-50mm_attempt001,intermediate,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v17_seed-11_stage-50mm_attempt001\checkpoints\agent_52800.pt,3165640,1262d316589891e172047e289a2d9fa4de129fc3fe899272aaedae331aadf7d0,"[""observation_preprocessor"", ""optimizer"", ""policy"", ""state_preprocessor"", ""value"", ""value_preprocessor""]",COMPLETED,"{""config_sha256"": {""fsm.yaml"": ""3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9"", ""metrics.yaml"": ""6a02b1c09c23245d7ce5b44a6781557f8c578ed56ac11b9d1ef1149c413b30ab"", ""obstacle_train.yaml"": ""86f1476a82197624d1be1901bb27c0c40f0df32c36d710b1b044b2299d846267"", ""ppo_common.yaml"": ""820afe4fbcbf32b6f7fe000fdc24532eba25f1f3a84d0a8160bb149e4b9ce7ec"", ""ppo_without_com.yaml"": ""d27d84488d692a4af2764859ae55cf913803b0e9645a4abf2796a2cd65a2e8b1""}, ""residual_action_mask"": [0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0], ""residual_phase_window"": [7, 9], ""residual_projection"": ""wheel_center_z_four_wheel_balanced_zero_preserving_gate"", ""reward_weights"": {""action_rate"": -0.1, ""body_collision"": -200.0, ""com_margin"": 0.0, ""contact_impact"": -0.01, ""excessive_tilt"": -1.0, ""fall"": -200.0, ""joint_acceleration"": -0.0001, ""joint_limit"": -200.0, ""numerical"": -200.0, ""phase_progress"": 2.0, ""phase_timeout"": -200.0, ""pitch_rate_sq"": -0.25, ""progress"": 8.0, ""recovery"": 2.0, ""residual_left_right_asymmetry"": -180.0, ""residual_magnitude"": -120.0, ""slip"": -0.2, ""stuck"": -6.0, ""success"": 200.0, ""time"": -0.005, ""top_contact"": 1.0, ""wheel_speed_saturation"": -0.1}}",false,false,false,,1
