label,controller,checkpoint,checkpoint hash,height_mm,scenario,success,failure,final phase,progress,episode time,min margin,pitch-rate RMS,collision,residual norm,evidence
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0011,false,TIMEOUT,DRIVE_CLEAR,0.9842219948768616,149.98333333333332,-0.28787997364997864,0.055031029726972144,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0012,true,,DRIVE_CLEAR,0.9799013137817383,149.71666666666667,0.13908052444458008,0.059236363716239526,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0013,true,,DRIVE_CLEAR,0.974423885345459,149.65,0.13982200622558594,0.05922500943444571,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0014,true,,DRIVE_CLEAR,0.9553079605102539,149.83333333333334,0.14611577987670898,0.06371271688162702,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0015,false,TIMEOUT,DRIVE_CLEAR,0.9629092216491699,149.98333333333332,0.14624929428100586,0.05641098035726591,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0016,false,TIMEOUT,DRIVE_CLEAR,0.9886283874511719,149.98333333333332,0.15539836883544922,0.05543277412109258,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0017,true,,DRIVE_CLEAR,0.998499870300293,149.65,-0.2886347770690918,0.059732940402998244,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0018,false,TIMEOUT,DRIVE_CLEAR,0.9952526092529297,149.98333333333332,0.1414194107055664,0.05580859808102684,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-75mm_attempt002\checkpoints\final_agent.pt,8068b09c46904dd129ef737ed1760a7dffbc69a78f8798d7c9bd21471cbabefb,75,development-h075-0019,false,TIMEOUT,DRIVE_CLEAR,0.9571671485900879,149.98333333333332,0.1367645263671875,0.05776893591021686,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-75mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0000,false,TIMEOUT,DRIVE_CLEAR,0.9734096527099609,,0.15796613693237305,0.056249534793346004,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0001,true,,DRIVE_CLEAR,0.9805240631103516,,0.13753509521484375,0.060107406051429293,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0002,true,,DRIVE_CLEAR,0.9512648582458496,,0.14049434661865234,0.05754596977055003,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0003,false,TIMEOUT,DRIVE_CLEAR,0.9648299217224121,,0.14491653442382812,0.05644045453934314,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0004,false,TIMEOUT,DRIVE_CLEAR,0.9717028141021729,,0.1447596549987793,0.05875141777147198,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0005,false,TIMEOUT,DRIVE_CLEAR,0.9775195121765137,,0.14537620544433594,0.0601379357414332,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0006,false,TIMEOUT,DRIVE_CLEAR,0.9515924453735352,,0.15145540237426758,0.05727500993243049,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0007,false,TIMEOUT,DRIVE_CLEAR,0.9677150249481201,,0.15355587005615234,0.05725415966609051,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0008,true,,DRIVE_CLEAR,0.9880173206329346,,0.1566200852394104,0.05382701974781513,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0009,false,TIMEOUT,DRIVE_CLEAR,0.9837254881858826,,0.15089917182922363,0.059332251575690054,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0010,false,TIMEOUT,DRIVE_CLEAR,0.9778074026107788,,0.1470012664794922,0.05548945518080882,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0011,false,TIMEOUT,DRIVE_CLEAR,0.9842219948768616,,-0.28787997364997864,0.055031029726972144,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0012,true,,DRIVE_CLEAR,0.9799013137817383,,0.13908052444458008,0.059236363716239526,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0013,true,,DRIVE_CLEAR,0.974423885345459,,0.13982200622558594,0.05922500943444571,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0014,true,,DRIVE_CLEAR,0.9553079605102539,,0.14611577987670898,0.06371271688162702,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0015,false,TIMEOUT,DRIVE_CLEAR,0.9629092216491699,,0.14624929428100586,0.05641098035726591,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0016,false,TIMEOUT,DRIVE_CLEAR,0.9886283874511719,,0.15539836883544922,0.05543277412109258,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0017,true,,DRIVE_CLEAR,0.998499870300293,,-0.2886347770690918,0.059732940402998244,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0018,false,TIMEOUT,DRIVE_CLEAR,0.9952526092529297,,0.1414194107055664,0.05580859808102684,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,FSM-zero-residual,FSM,3e4b65ee87a260723d06b7c5ed6e470884917efb2ec6cb4654993e669883e4e9,75,development-h075-0019,false,TIMEOUT,DRIVE_CLEAR,0.9571671485900879,,0.1367645263671875,0.05776893591021686,false,0,runs\fsm\development_75mm_formal_full_attempt042\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0000,true,,RECOVER,0.9417805671691895,130.66666666666666,-0.23650646209716797,0.06145331570150483,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0001,false,BODY_OR_LINK_COLLISION,REAR_OR_REMAINING_WHEEL_PLACE,0.8472599983215332,113.3,0.15116453170776367,0.06065620086191683,true,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0002,true,,RECOVER,0.9494118690490723,131.53333333333333,-0.23584985733032227,0.057401704601967224,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0003,false,TIMEOUT,DRIVE_CLEAR,1.0531344413757324,149.98333333333332,-0.2319622039794922,0.06144956611980907,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0004,false,TIMEOUT,DRIVE_CLEAR,0.9988894462585449,149.98333333333332,-0.2613396644592285,0.05970923925595354,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0005,false,BODY_OR_LINK_COLLISION,REAR_OR_REMAINING_WHEEL_PLACE,0.8738307952880859,111.48333333333333,-0.22486543655395508,0.0643417098727859,true,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0006,false,BODY_OR_LINK_COLLISION,REAR_OR_REMAINING_WHEEL_PLACE,0.8483600616455078,112.43333333333334,0.1508936882019043,0.06110486001085273,true,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0007,false,TIMEOUT,DRIVE_CLEAR,1.0045180320739746,149.98333333333332,-0.23677587509155273,0.05919690527799671,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0008,false,BODY_OR_LINK_COLLISION,REAR_OR_REMAINING_WHEEL_PLACE,0.8504453301429749,113.26666666666667,0.15002763271331787,0.05948484413837127,true,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0009,false,BODY_OR_LINK_COLLISION,REAR_OR_REMAINING_WHEEL_PLACE,0.8393060564994812,112.13333333333333,0.14783447980880737,0.06308401509156929,true,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0010,true,,RECOVER,0.9828907251358032,133.41666666666666,-0.24146193265914917,0.05697635883431022,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
DIAGNOSTIC_ONLY_NOT_CONFIRMATORY_EXISTING_DEVELOPMENT_DATA,B-final,C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\runs\ppo_without_com\training\method-B-v34_seed-29_stage-100mm_attempt002\checkpoints\final_agent.pt,580b9d832d3cc5952832d1a1b48e5ad753a9b111e40bb42738785639eb4e037e,100,development-h100-0011,false,TIMEOUT,DRIVE_CLEAR,1.0084012746810913,149.98333333333332,-0.2374734878540039,0.06116967599650983,false,0,runs\ppo_without_com\development_gates\method-B-v34_seed-29_stage-100mm_attempt002\episodes.jsonl
